date,age_group,bachelors,quintile,employment,respondents
2018-01-01,26-30,True,1,262.1,97
2018-01-01,26-30,True,2,1098.5,371
2018-01-01,26-30,True,3,2064.1,734
2018-01-01,26-30,True,4,1847.3,641
2018-01-01,26-30,True,5,2159.7,707
2018-01-01,31-40,False,1,6064.1,2209
2018-01-01,31-40,False,2,4852.9,1786
2018-01-01,31-40,False,3,2429.0,938
2018-01-01,31-40,False,4,2712.7,1034
2018-01-01,31-40,False,5,3055.2,1187
2018-01-01,31-40,True,1,598.5,226
2018-01-01,31-40,True,2,1779.7,696
2018-01-01,31-40,True,3,3809.9,1515
2018-01-01,31-40,True,4,4267.2,1667
2018-01-01,31-40,True,5,3852.3,1447
2018-01-01,41+,False,1,13457.9,5360
2018-01-01,41+,False,2,11134.7,4516
2018-01-01,41+,False,3,6980.2,2987
2018-01-01,41+,False,4,7634.2,3168
2018-01-01,41+,False,5,8759.6,3648
2018-01-01,41+,True,1,1338.3,551
2018-01-01,41+,True,2,3657.8,1510
2018-01-01,41+,True,3,8532.3,3543
2018-01-01,41+,True,4,10366.4,4180
2018-01-01,41+,True,5,7759.0,3011
2018-02-01,16-21,False,1,3012.1,1132
2018-02-01,16-21,False,2,3747.4,1348
2018-02-01,16-21,False,3,906.2,307
2018-02-01,16-21,False,4,584.9,204
2018-02-01,16-21,False,5,1149.4,403
2018-02-01,16-21,True,1,20.1,6
2018-02-01,16-21,True,2,66.5,21
2018-02-01,16-21,True,3,53.1,18
2018-02-01,16-21,True,4,29.3,11
2018-02-01,16-21,True,5,71.1,29
2018-02-01,22-25,False,1,2651.0,869
2018-02-01,22-25,False,2,2644.5,863
2018-02-01,22-25,False,3,1072.0,337
2018-02-01,22-25,False,4,830.5,275
2018-02-01,22-25,False,5,1331.6,419
2018-02-01,22-25,True,1,206.7,71
2018-02-01,22-25,True,2,734.7,251
2018-02-01,22-25,True,3,978.3,328
2018-02-01,22-25,True,4,924.2,301
2018-02-01,22-25,True,5,1216.2,407
2018-02-01,26-30,False,1,3594.8,1180
2018-02-01,26-30,False,2,2989.5,1004
2018-02-01,26-30,False,3,1270.5,450
2018-02-01,26-30,False,4,1218.4,415
2018-02-01,26-30,False,5,1477.5,506
2018-02-01,26-30,True,1,318.3,112
2018-02-01,26-30,True,2,1100.5,360
2018-02-01,26-30,True,3,2071.5,727
2018-02-01,26-30,True,4,1908.5,660
2018-02-01,26-30,True,5,2254.9,732
2018-02-01,31-40,False,1,6207.0,2215
2018-02-01,31-40,False,2,4740.4,1777
2018-02-01,31-40,False,3,2509.6,956
2018-02-01,31-40,False,4,2513.1,967
2018-02-01,31-40,False,5,2923.5,1147
2018-02-01,31-40,True,1,579.9,222
2018-02-01,31-40,True,2,1823.3,704
2018-02-01,31-40,True,3,3789.2,1511
2018-02-01,31-40,True,4,4379.2,1695
2018-02-01,31-40,True,5,3898.6,1466
2018-02-01,41+,False,1,13786.2,5423
2018-02-01,41+,False,2,11507.1,4594
2018-02-01,41+,False,3,6876.4,2908
2018-02-01,41+,False,4,7309.7,3035
2018-02-01,41+,False,5,8645.6,3573
2018-02-01,41+,True,1,1409.0,550
2018-02-01,41+,True,2,3786.1,1541
2018-02-01,41+,True,3,9089.2,3688
2018-02-01,41+,True,4,10485.4,4171
2018-02-01,41+,True,5,7710.5,2985
2018-03-01,16-21,False,1,3049.6,1132
2018-03-01,16-21,False,2,3960.0,1377
2018-03-01,16-21,False,3,898.0,302
2018-03-01,16-21,False,4,542.3,198
2018-03-01,16-21,False,5,1222.8,407
2018-03-01,16-21,True,1,17.8,4
2018-03-01,16-21,True,2,45.6,13
2018-03-01,16-21,True,3,34.0,11
2018-03-01,16-21,True,4,32.2,11
2018-03-01,16-21,True,5,70.7,23
2018-03-01,22-25,False,1,2840.7,914
2018-03-01,22-25,False,2,2735.0,874
2018-03-01,22-25,False,3,1063.2,345
2018-03-01,22-25,False,4,828.4,256
2018-03-01,22-25,False,5,1320.2,414
2018-03-01,22-25,True,1,223.1,67
2018-03-01,22-25,True,2,624.2,216
2018-03-01,22-25,True,3,822.8,285
2018-03-01,22-25,True,4,914.5,291
2018-03-01,22-25,True,5,1198.5,397
2018-03-01,26-30,False,1,3619.9,1213
2018-03-01,26-30,False,2,3001.5,997
2018-03-01,26-30,False,3,1310.8,460
2018-03-01,26-30,False,4,1223.7,413
2018-03-01,26-30,False,5,1458.3,533
2018-03-01,26-30,True,1,306.7,108
2018-03-01,26-30,True,2,1144.7,385
2018-03-01,26-30,True,3,2008.6,705
2018-03-01,26-30,True,4,2008.7,671
2018-03-01,26-30,True,5,2144.2,718
2018-03-01,31-40,False,1,6225.0,2227
2018-03-01,31-40,False,2,4640.8,1769
2018-03-01,31-40,False,3,2534.4,968
2018-03-01,31-40,False,4,2594.2,997
2018-03-01,31-40,False,5,2877.8,1095
2018-03-01,31-40,True,1,631.2,236
2018-03-01,31-40,True,2,1822.7,698
2018-03-01,31-40,True,3,3737.7,1474
2018-03-01,31-40,True,4,4501.7,1684
2018-03-01,31-40,True,5,3971.3,1457
2018-03-01,41+,False,1,13958.0,5401
2018-03-01,41+,False,2,11561.1,4530
2018-03-01,41+,False,3,6941.8,2900
2018-03-01,41+,False,4,7459.5,3020
2018-03-01,41+,False,5,8495.4,3445
2018-03-01,41+,True,1,1370.3,536
2018-03-01,41+,True,2,3679.9,1459
2018-03-01,41+,True,3,8996.5,3571
2018-03-01,41+,True,4,10458.3,4102
2018-03-01,41+,True,5,7748.2,2954
2018-04-01,16-21,False,1,3002.5,1086
2018-04-01,16-21,False,2,3761.5,1326
2018-04-01,16-21,False,3,967.0,333
2018-04-01,16-21,False,4,559.9,203
2018-04-01,16-21,False,5,1153.9,402
2018-04-01,16-21,True,1,5.1,2
2018-04-01,16-21,True,2,42.7,13
2018-04-01,16-21,True,3,25.8,8
2018-04-01,16-21,True,4,15.8,6
2018-04-01,16-21,True,5,52.6,17
2018-04-01,22-25,False,1,2943.8,982
2018-04-01,22-25,False,2,2883.6,942
2018-04-01,22-25,False,3,1051.7,358
2018-04-01,22-25,False,4,792.4,262
2018-04-01,22-25,False,5,1336.0,441
2018-04-01,22-25,True,1,213.1,73
2018-04-01,22-25,True,2,650.8,217
2018-04-01,22-25,True,3,875.6,312
2018-04-01,22-25,True,4,889.2,302
2018-04-01,22-25,True,5,1099.3,348
2018-04-01,26-30,False,1,3533.8,1237
2018-04-01,26-30,False,2,2851.8,995
2018-04-01,26-30,False,3,1345.7,467
2018-04-01,26-30,False,4,1241.9,419
2018-04-01,26-30,False,5,1643.6,585
2018-04-01,26-30,True,1,339.2,117
2018-04-01,26-30,True,2,1019.9,346
2018-04-01,26-30,True,3,1997.8,709
2018-04-01,26-30,True,4,1989.6,681
2018-04-01,26-30,True,5,2157.9,740
2018-04-01,31-40,False,1,6362.4,2295
2018-04-01,31-40,False,2,4599.8,1803
2018-04-01,31-40,False,3,2668.8,1059
2018-04-01,31-40,False,4,2625.6,1046
2018-04-01,31-40,False,5,2839.4,1120
2018-04-01,31-40,True,1,603.9,232
2018-04-01,31-40,True,2,1928.0,748
2018-04-01,31-40,True,3,3805.7,1531
2018-04-01,31-40,True,4,4489.3,1696
2018-04-01,31-40,True,5,3971.2,1475
2018-04-01,41+,False,1,14132.7,5534
2018-04-01,41+,False,2,11655.4,4589
2018-04-01,41+,False,3,6913.6,2925
2018-04-01,41+,False,4,7491.7,3064
2018-04-01,41+,False,5,8670.7,3575
2018-04-01,41+,True,1,1432.4,572
2018-04-01,41+,True,2,3791.6,1512
2018-04-01,41+,True,3,8972.9,3599
2018-04-01,41+,True,4,10162.6,4090
2018-04-01,41+,True,5,7786.9,3010
2018-05-01,16-21,False,1,3385.0,1218
2018-05-01,16-21,False,2,3721.9,1301
2018-05-01,16-21,False,3,1052.7,341
2018-05-01,16-21,False,4,533.5,195
2018-05-01,16-21,False,5,1060.5,378
2018-05-01,16-21,True,1,8.3,4
2018-05-01,16-21,True,2,57.5,17
2018-05-01,16-21,True,3,55.4,14
2018-05-01,16-21,True,4,18.5,5
2018-05-01,16-21,True,5,50.8,14
2018-05-01,22-25,False,1,3006.7,1003
2018-05-01,22-25,False,2,2773.6,903
2018-05-01,22-25,False,3,1008.8,349
2018-05-01,22-25,False,4,796.2,256
2018-05-01,22-25,False,5,1385.2,420
2018-05-01,22-25,True,1,236.6,85
2018-05-01,22-25,True,2,576.1,194
2018-05-01,22-25,True,3,944.0,324
2018-05-01,22-25,True,4,825.0,283
2018-05-01,22-25,True,5,1084.8,341
2018-05-01,26-30,False,1,3452.7,1213
2018-05-01,26-30,False,2,2898.9,995
2018-05-01,26-30,False,3,1333.9,457
2018-05-01,26-30,False,4,1288.7,420
2018-05-01,26-30,False,5,1657.1,572
2018-05-01,26-30,True,1,332.5,112
2018-05-01,26-30,True,2,1016.2,351
2018-05-01,26-30,True,3,1921.2,679
2018-05-01,26-30,True,4,2044.4,681
2018-05-01,26-30,True,5,2077.3,693
2018-05-01,31-40,False,1,6431.6,2364
2018-05-01,31-40,False,2,4758.3,1848
2018-05-01,31-40,False,3,2620.3,1045
2018-05-01,31-40,False,4,2523.9,990
2018-05-01,31-40,False,5,2766.3,1090
2018-05-01,31-40,True,1,601.1,228
2018-05-01,31-40,True,2,1900.2,732
2018-05-01,31-40,True,3,3825.6,1541
2018-05-01,31-40,True,4,4529.8,1723
2018-05-01,31-40,True,5,3971.8,1447
2018-05-01,41+,False,1,14264.2,5542
2018-05-01,41+,False,2,12013.6,4715
2018-05-01,41+,False,3,6849.1,2906
2018-05-01,41+,False,4,7370.2,3017
2018-05-01,41+,False,5,8696.8,3558
2018-05-01,41+,True,1,1571.2,611
2018-05-01,41+,True,2,3828.9,1514
2018-05-01,41+,True,3,8799.3,3595
2018-05-01,41+,True,4,10308.4,4123
2018-05-01,41+,True,5,7774.7,2967
2018-06-01,16-21,False,1,3868.2,1453
2018-06-01,16-21,False,2,4274.3,1468
2018-06-01,16-21,False,3,1137.0,400
2018-06-01,16-21,False,4,569.7,210
2018-06-01,16-21,False,5,1171.7,408
2018-06-01,16-21,True,1,19.8,11
2018-06-01,16-21,True,2,69.4,21
2018-06-01,16-21,True,3,24.5,9
2018-06-01,16-21,True,4,44.8,13
2018-06-01,16-21,True,5,39.4,14
2018-06-01,22-25,False,1,2985.5,1013
2018-06-01,22-25,False,2,2657.5,847
2018-06-01,22-25,False,3,1080.5,361
2018-06-01,22-25,False,4,838.7,269
2018-06-01,22-25,False,5,1361.0,412
2018-06-01,22-25,True,1,264.9,90
2018-06-01,22-25,True,2,648.1,211
2018-06-01,22-25,True,3,863.1,289
2018-06-01,22-25,True,4,841.8,280
2018-06-01,22-25,True,5,1105.6,350
2018-06-01,26-30,False,1,3380.2,1156
2018-06-01,26-30,False,2,2977.9,985
2018-06-01,26-30,False,3,1388.6,471
2018-06-01,26-30,False,4,1273.1,421
2018-06-01,26-30,False,5,1581.8,530
2018-06-01,26-30,True,1,345.5,107
2018-06-01,26-30,True,2,1079.7,366
2018-06-01,26-30,True,3,1917.4,666
2018-06-01,26-30,True,4,1996.8,666
2018-06-01,26-30,True,5,2022.8,655
2018-06-01,31-40,False,1,6493.8,2381
2018-06-01,31-40,False,2,4872.3,1873
2018-06-01,31-40,False,3,2499.5,993
2018-06-01,31-40,False,4,2677.0,1025
2018-06-01,31-40,False,5,2784.7,1104
2018-06-01,31-40,True,1,658.5,244
2018-06-01,31-40,True,2,1827.4,711
2018-06-01,31-40,True,3,3783.6,1505
2018-06-01,31-40,True,4,4547.0,1749
2018-06-01,31-40,True,5,3893.8,1432
2018-06-01,41+,False,1,14301.3,5509
2018-06-01,41+,False,2,11891.6,4602
2018-06-01,41+,False,3,6726.0,2824
2018-06-01,41+,False,4,7442.4,2997
2018-06-01,41+,False,5,8624.0,3470
2018-06-01,41+,True,1,1447.2,575
2018-06-01,41+,True,2,3816.2,1488
2018-06-01,41+,True,3,8582.0,3398
2018-06-01,41+,True,4,9937.7,3934
2018-06-01,41+,True,5,7829.5,2953
2018-07-01,16-21,False,1,4095.6,1566
2018-07-01,16-21,False,2,4487.6,1558
2018-07-01,16-21,False,3,1097.0,371
2018-07-01,16-21,False,4,537.8,191
2018-07-01,16-21,False,5,1203.4,436
2018-07-01,16-21,True,1,28.2,14
2018-07-01,16-21,True,2,68.5,19
2018-07-01,16-21,True,3,38.1,11
2018-07-01,16-21,True,4,40.1,14
2018-07-01,16-21,True,5,52.3,15
2018-07-01,22-25,False,1,2915.9,1004
2018-07-01,22-25,False,2,2589.6,839
2018-07-01,22-25,False,3,1033.1,364
2018-07-01,22-25,False,4,812.0,269
2018-07-01,22-25,False,5,1212.4,398
2018-07-01,22-25,True,1,271.1,92
2018-07-01,22-25,True,2,651.3,214
2018-07-01,22-25,True,3,947.6,311
2018-07-01,22-25,True,4,950.1,318
2018-07-01,22-25,True,5,1272.5,393
2018-07-01,26-30,False,1,3504.9,1171
2018-07-01,26-30,False,2,2915.9,955
2018-07-01,26-30,False,3,1406.3,459
2018-07-01,26-30,False,4,1337.0,439
2018-07-01,26-30,False,5,1545.6,515
2018-07-01,26-30,True,1,352.6,116
2018-07-01,26-30,True,2,1099.1,371
2018-07-01,26-30,True,3,1960.1,660
2018-07-01,26-30,True,4,2060.1,657
2018-07-01,26-30,True,5,2113.1,678
2018-07-01,31-40,False,1,6504.5,2350
2018-07-01,31-40,False,2,4812.0,1792
2018-07-01,31-40,False,3,2476.9,951
2018-07-01,31-40,False,4,2530.1,954
2018-07-01,31-40,False,5,2856.9,1090
2018-07-01,31-40,True,1,631.4,255
2018-07-01,31-40,True,2,1817.8,712
2018-07-01,31-40,True,3,3819.3,1511
2018-07-01,31-40,True,4,4540.2,1714
2018-07-01,31-40,True,5,3997.0,1446
2018-07-01,41+,False,1,13963.9,5296
2018-07-01,41+,False,2,11657.4,4531
2018-07-01,41+,False,3,6859.0,2845
2018-07-01,41+,False,4,7399.4,2953
2018-07-01,41+,False,5,8810.0,3516
2018-07-01,41+,True,1,1423.5,576
2018-07-01,41+,True,2,3919.6,1505
2018-07-01,41+,True,3,8471.4,3354
2018-07-01,41+,True,4,9931.5,3894
2018-07-01,41+,True,5,7983.0,2992
2018-08-01,16-21,False,1,3549.4,1383
2018-08-01,16-21,False,2,3927.8,1398
2018-08-01,16-21,False,3,1041.5,359
2018-08-01,16-21,False,4,542.0,183
2018-08-01,16-21,False,5,1129.4,399
2018-08-01,16-21,True,1,14.1,7
2018-08-01,16-21,True,2,40.1,14
2018-08-01,16-21,True,3,44.3,13
2018-08-01,16-21,True,4,38.5,12
2018-08-01,16-21,True,5,77.6,23
2018-08-01,22-25,False,1,2858.8,975
2018-08-01,22-25,False,2,2290.9,750
2018-08-01,22-25,False,3,1073.8,367
2018-08-01,22-25,False,4,807.7,255
2018-08-01,22-25,False,5,1334.7,415
2018-08-01,22-25,True,1,234.6,80
2018-08-01,22-25,True,2,595.0,199
2018-08-01,22-25,True,3,961.6,319
2018-08-01,22-25,True,4,849.0,281
2018-08-01,22-25,True,5,1284.9,393
2018-08-01,26-30,False,1,3503.6,1161
2018-08-01,26-30,False,2,2848.2,942
2018-08-01,26-30,False,3,1398.4,484
2018-08-01,26-30,False,4,1168.9,400
2018-08-01,26-30,False,5,1532.4,526
2018-08-01,26-30,True,1,343.7,112
2018-08-01,26-30,True,2,998.6,348
2018-08-01,26-30,True,3,1983.0,683
2018-08-01,26-30,True,4,2026.9,647
2018-08-01,26-30,True,5,2219.6,723
2018-08-01,31-40,False,1,6470.9,2350
2018-08-01,31-40,False,2,4712.0,1734
2018-08-01,31-40,False,3,2493.4,950
2018-08-01,31-40,False,4,2641.8,979
2018-08-01,31-40,False,5,2771.2,1067
2018-08-01,31-40,True,1,691.9,256
2018-08-01,31-40,True,2,1840.1,688
2018-08-01,31-40,True,3,3913.2,1557
2018-08-01,31-40,True,4,4716.8,1749
2018-08-01,31-40,True,5,3894.7,1429
2018-08-01,41+,False,1,14338.0,5468
2018-08-01,41+,False,2,11763.7,4580
2018-08-01,41+,False,3,6908.7,2866
2018-08-01,41+,False,4,7166.9,2902
2018-08-01,41+,False,5,8476.7,3424
2018-08-01,41+,True,1,1457.4,576
2018-08-01,41+,True,2,3990.0,1529
2018-08-01,41+,True,3,8454.0,3417
2018-08-01,41+,True,4,10088.2,3947
2018-08-01,41+,True,5,8030.5,3031
2018-09-01,16-21,False,1,3247.0,1282
2018-09-01,16-21,False,2,3619.2,1311
2018-09-01,16-21,False,3,1067.1,372
2018-09-01,16-21,False,4,548.7,193
2018-09-01,16-21,False,5,1027.5,372
2018-09-01,16-21,True,1,10.2,5
2018-09-01,16-21,True,2,31.5,13
2018-09-01,16-21,True,3,21.2,7
2018-09-01,16-21,True,4,53.0,15
2018-09-01,16-21,True,5,56.7,21
2018-09-01,22-25,False,1,2782.1,948
2018-09-01,22-25,False,2,2722.7,884
2018-09-01,22-25,False,3,1098.9,388
2018-09-01,22-25,False,4,674.4,218
2018-09-01,22-25,False,5,1286.1,421
2018-09-01,22-25,True,1,192.3,68
2018-09-01,22-25,True,2,651.2,219
2018-09-01,22-25,True,3,963.0,323
2018-09-01,22-25,True,4,1002.9,326
2018-09-01,22-25,True,5,1138.0,371
2018-09-01,26-30,False,1,3545.4,1201
2018-09-01,26-30,False,2,2852.3,954
2018-09-01,26-30,False,3,1514.9,526
2018-09-01,26-30,False,4,1186.8,423
2018-09-01,26-30,False,5,1550.9,536
2018-09-01,26-30,True,1,335.7,115
2018-09-01,26-30,True,2,1056.1,372
2018-09-01,26-30,True,3,1784.9,659
2018-09-01,26-30,True,4,2058.7,669
2018-09-01,26-30,True,5,2359.2,798
2018-09-01,31-40,False,1,6580.0,2404
2018-09-01,31-40,False,2,4600.0,1748
2018-09-01,31-40,False,3,2552.7,999
2018-09-01,31-40,False,4,2680.2,1004
2018-09-01,31-40,False,5,2972.2,1135
2018-09-01,31-40,True,1,623.3,239
2018-09-01,31-40,True,2,1806.0,704
2018-09-01,31-40,True,3,3817.9,1544
2018-09-01,31-40,True,4,4734.9,1775
2018-09-01,31-40,True,5,3942.4,1477
2018-09-01,41+,False,1,14353.2,5499
2018-09-01,41+,False,2,11928.0,4681
2018-09-01,41+,False,3,6876.3,2873
2018-09-01,41+,False,4,7372.2,2937
2018-09-01,41+,False,5,8513.1,3452
2018-09-01,41+,True,1,1465.7,576
2018-09-01,41+,True,2,4076.9,1556
2018-09-01,41+,True,3,8447.1,3417
2018-09-01,41+,True,4,10279.2,4021
2018-09-01,41+,True,5,8131.5,3094
2018-10-01,16-21,False,1,3334.4,1233
2018-10-01,16-21,False,2,3657.7,1299
2018-10-01,16-21,False,3,1049.5,348
2018-10-01,16-21,False,4,559.0,190
2018-10-01,16-21,False,5,984.1,360
2018-10-01,16-21,True,1,5.2,3
2018-10-01,16-21,True,2,28.7,10
2018-10-01,16-21,True,3,60.9,17
2018-10-01,16-21,True,4,49.1,15
2018-10-01,16-21,True,5,63.0,21
2018-10-01,22-25,False,1,2804.6,933
2018-10-01,22-25,False,2,2827.3,909
2018-10-01,22-25,False,3,1053.9,366
2018-10-01,22-25,False,4,667.7,213
2018-10-01,22-25,False,5,1238.9,404
2018-10-01,22-25,True,1,197.9,69
2018-10-01,22-25,True,2,660.3,207
2018-10-01,22-25,True,3,980.6,335
2018-10-01,22-25,True,4,1018.1,333
2018-10-01,22-25,True,5,1114.6,391
2018-10-01,26-30,False,1,3627.4,1187
2018-10-01,26-30,False,2,2984.7,1001
2018-10-01,26-30,False,3,1465.0,496
2018-10-01,26-30,False,4,1296.8,443
2018-10-01,26-30,False,5,1461.1,513
2018-10-01,26-30,True,1,335.1,119
2018-10-01,26-30,True,2,1040.8,360
2018-10-01,26-30,True,3,1843.4,685
2018-10-01,26-30,True,4,2005.7,682
2018-10-01,26-30,True,5,2427.6,821
2018-10-01,31-40,False,1,6568.7,2335
2018-10-01,31-40,False,2,4787.4,1757
2018-10-01,31-40,False,3,2559.4,1002
2018-10-01,31-40,False,4,2723.4,1017
2018-10-01,31-40,False,5,2909.9,1104
2018-10-01,31-40,True,1,654.1,240
2018-10-01,31-40,True,2,1745.0,662
2018-10-01,31-40,True,3,3885.0,1568
2018-10-01,31-40,True,4,4601.9,1725
2018-10-01,31-40,True,5,4018.4,1482
2018-10-01,41+,False,1,14334.5,5512
2018-10-01,41+,False,2,11558.6,4557
2018-10-01,41+,False,3,6686.2,2815
2018-10-01,41+,False,4,7535.6,3017
2018-10-01,41+,False,5,8488.4,3477
2018-10-01,41+,True,1,1419.3,539
2018-10-01,41+,True,2,4009.5,1551
2018-10-01,41+,True,3,8687.2,3516
2018-10-01,41+,True,4,10625.6,4186
2018-10-01,41+,True,5,8310.6,3132
2018-11-01,16-21,False,1,3281.5,1174
2018-11-01,16-21,False,2,3666.7,1294
2018-11-01,16-21,False,3,1024.6,347
2018-11-01,16-21,False,4,513.4,182
2018-11-01,16-21,False,5,987.2,346
2018-11-01,16-21,True,1,9.7,4
2018-11-01,16-21,True,2,46.6,13
2018-11-01,16-21,True,3,41.5,14
2018-11-01,16-21,True,4,36.0,13
2018-11-01,16-21,True,5,79.9,24
2018-11-01,22-25,False,1,2820.1,921
2018-11-01,22-25,False,2,2794.7,882
2018-11-01,22-25,False,3,1083.5,357
2018-11-01,22-25,False,4,810.7,259
2018-11-01,22-25,False,5,1243.7,390
2018-11-01,22-25,True,1,242.6,77
2018-11-01,22-25,True,2,621.3,206
2018-11-01,22-25,True,3,896.1,314
2018-11-01,22-25,True,4,939.5,319
2018-11-01,22-25,True,5,1116.3,396
2018-11-01,26-30,False,1,3498.8,1141
2018-11-01,26-30,False,2,2958.1,959
2018-11-01,26-30,False,3,1400.5,473
2018-11-01,26-30,False,4,1202.3,416
2018-11-01,26-30,False,5,1501.1,502
2018-11-01,26-30,True,1,370.7,124
2018-11-01,26-30,True,2,1049.5,351
2018-11-01,26-30,True,3,2079.0,755
2018-11-01,26-30,True,4,1987.1,679
2018-11-01,26-30,True,5,2365.4,783
2018-11-01,31-40,False,1,6538.7,2301
2018-11-01,31-40,False,2,4807.0,1762
2018-11-01,31-40,False,3,2571.5,1018
2018-11-01,31-40,False,4,2605.0,1004
2018-11-01,31-40,False,5,2786.9,1070
2018-11-01,31-40,True,1,631.6,240
2018-11-01,31-40,True,2,1751.8,651
2018-11-01,31-40,True,3,3961.0,1596
2018-11-01,31-40,True,4,4637.4,1733
2018-11-01,31-40,True,5,4068.2,1485
2018-11-01,41+,False,1,14422.9,5504
2018-11-01,41+,False,2,11661.4,4574
2018-11-01,41+,False,3,6680.4,2793
2018-11-01,41+,False,4,7693.4,3066
2018-11-01,41+,False,5,8426.5,3425
2018-11-01,41+,True,1,1489.8,564
2018-11-01,41+,True,2,3857.1,1525
2018-11-01,41+,True,3,8772.3,3543
2018-11-01,41+,True,4,10747.5,4202
2018-11-01,41+,True,5,8235.9,3113
2018-12-01,16-21,False,1,3335.5,1180
2018-12-01,16-21,False,2,3578.0,1263
2018-12-01,16-21,False,3,1049.3,352
2018-12-01,16-21,False,4,578.0,194
2018-12-01,16-21,False,5,1059.2,340
2018-12-01,16-21,True,1,21.4,7
2018-12-01,16-21,True,2,61.8,15
2018-12-01,16-21,True,3,60.9,20
2018-12-01,16-21,True,4,37.7,16
2018-12-01,16-21,True,5,45.4,15
2018-12-01,22-25,False,1,2787.8,920
2018-12-01,22-25,False,2,2706.5,847
2018-12-01,22-25,False,3,1017.2,343
2018-12-01,22-25,False,4,791.2,251
2018-12-01,22-25,False,5,1239.4,389
2018-12-01,22-25,True,1,207.6,74
2018-12-01,22-25,True,2,575.4,184
2018-12-01,22-25,True,3,923.5,314
2018-12-01,22-25,True,4,892.6,287
2018-12-01,22-25,True,5,1198.4,389
2018-12-01,26-30,False,1,3612.3,1190
2018-12-01,26-30,False,2,2878.8,951
2018-12-01,26-30,False,3,1365.2,466
2018-12-01,26-30,False,4,1238.7,412
2018-12-01,26-30,False,5,1558.7,520
2018-12-01,26-30,True,1,326.2,114
2018-12-01,26-30,True,2,1095.5,354
2018-12-01,26-30,True,3,2058.5,741
2018-12-01,26-30,True,4,1967.4,663
2018-12-01,26-30,True,5,2351.0,775
2018-12-01,31-40,False,1,6447.9,2233
2018-12-01,31-40,False,2,4798.8,1723
2018-12-01,31-40,False,3,2671.5,1009
2018-12-01,31-40,False,4,2427.9,931
2018-12-01,31-40,False,5,2821.5,1070
2018-12-01,31-40,True,1,641.8,231
2018-12-01,31-40,True,2,1817.7,659
2018-12-01,31-40,True,3,3985.8,1541
2018-12-01,31-40,True,4,4676.4,1719
2018-12-01,31-40,True,5,3817.0,1406
2018-12-01,41+,False,1,13738.4,5193
2018-12-01,41+,False,2,11544.4,4494
2018-12-01,41+,False,3,6801.5,2802
2018-12-01,41+,False,4,7698.7,3080
2018-12-01,41+,False,5,8458.4,3389
2018-12-01,41+,True,1,1410.6,534
2018-12-01,41+,True,2,3977.8,1530
2018-12-01,41+,True,3,9059.7,3546
2018-12-01,41+,True,4,10781.1,4178
2018-12-01,41+,True,5,8285.1,3077
2019-01-01,16-21,False,1,3119.9,1140
2019-01-01,16-21,False,2,3492.1,1206
2019-01-01,16-21,False,3,839.0,302
2019-01-01,16-21,False,4,608.8,199
2019-01-01,16-21,False,5,1177.8,371
2019-01-01,16-21,True,1,24.7,6
2019-01-01,16-21,True,2,32.7,10
2019-01-01,16-21,True,3,52.9,16
2019-01-01,16-21,True,4,50.6,18
2019-01-01,16-21,True,5,67.5,19
2019-01-01,22-25,False,1,2599.3,846
2019-01-01,22-25,False,2,2704.6,857
2019-01-01,22-25,False,3,1016.4,329
2019-01-01,22-25,False,4,786.9,245
2019-01-01,22-25,False,5,1117.4,352
2019-01-01,22-25,True,1,220.2,76
2019-01-01,22-25,True,2,555.4,174
2019-01-01,22-25,True,3,985.2,333
2019-01-01,22-25,True,4,908.4,297
2019-01-01,22-25,True,5,1273.9,401
2019-01-01,26-30,False,1,3401.6,1131
2019-01-01,26-30,False,2,2854.9,930
2019-01-01,26-30,False,3,1287.9,429
2019-01-01,26-30,False,4,1238.8,395
2019-01-01,26-30,False,5,1563.7,506
2019-01-01,26-30,True,1,367.0,117
2019-01-01,26-30,True,2,1006.9,330
2019-01-01,26-30,True,3,2229.4,758
2019-01-01,26-30,True,4,2014.5,660
2019-01-01,26-30,True,5,2347.7,749
2019-01-01,31-40,False,1,6273.6,2175
2019-01-01,31-40,False,2,4624.2,1653
2019-01-01,31-40,False,3,2575.5,961
2019-01-01,31-40,False,4,2547.7,973
2019-01-01,31-40,False,5,2964.8,1111
2019-01-01,31-40,True,1,611.7,220
2019-01-01,31-40,True,2,1727.5,630
2019-01-01,31-40,True,3,3945.1,1537
2019-01-01,31-40,True,4,4820.1,1758
2019-01-01,31-40,True,5,3894.7,1420
2019-01-01,41+,False,1,13806.3,5255
2019-01-01,41+,False,2,11278.6,4454
2019-01-01,41+,False,3,6836.1,2836
2019-01-01,41+,False,4,7784.6,3174
2019-01-01,41+,False,5,8696.6,3491
2019-01-01,41+,True,1,1436.9,558
2019-01-01,41+,True,2,3847.6,1495
2019-01-01,41+,True,3,8929.9,3529
2019-01-01,41+,True,4,10467.8,4094
2019-01-01,41+,True,5,7948.6,2947
2019-02-01,16-21,False,1,3160.6,1139
2019-02-01,16-21,False,2,3487.9,1222
2019-02-01,16-21,False,3,886.4,294
2019-02-01,16-21,False,4,569.5,196
2019-02-01,16-21,False,5,1107.0,358
2019-02-01,16-21,True,1,28.3,9
2019-02-01,16-21,True,2,54.9,17
2019-02-01,16-21,True,3,34.8,12
2019-02-01,16-21,True,4,59.0,21
2019-02-01,16-21,True,5,73.2,22
2019-02-01,22-25,False,1,2616.8,841
2019-02-01,22-25,False,2,2713.7,854
